# t   analytical   numerical_linear   numerical_nonlinear   error_linear   error_nonlinear   energy_nonlinear
1.1390000000e+01  -6.4737749500e-03  -6.4737749503e-03  -6.6870016167e-03  2.7507943839e-13  2.1322666664e-04  5.2249517865e-04
1.1400000000e+01  -6.2189331373e-03  -6.2189331376e-03  -6.4382685484e-03  2.7641777756e-13  2.1933541110e-04  5.1878296797e-04
1.1410000000e+01  -5.9595337870e-03  -5.9595337873e-03  -6.1847269371e-03  2.7748376513e-13  2.2519315007e-04  5.1492585797e-04
1.1420000000e+01  -5.6958578507e-03  -5.6958578510e-03  -5.9266535021e-03  2.7827393168e-13  2.3079565137e-04  5.1092964762e-04
1.1430000000e+01  -5.4281887816e-03  -5.4281887819e-03  -5.6643277397e-03  2.7879087927e-13  2.3613895805e-04  5.0680067474e-04
1.1440000000e+01  -5.1568122426e-03  -5.1568122429e-03  -5.3980316332e-03  2.7903287320e-13  2.4121939066e-04  5.0254578446e-04
1.1450000000e+01  -4.8820158134e-03  -4.8820158137e-03  -5.1280493626e-03  2.7906062877e-13  2.4603354915e-04  4.9817229609e-04
1.1460000000e+01  -4.6040886983e-03  -4.6040886986e-03  -4.8546670129e-03  2.7875878689e-13  2.5057831458e-04  4.9368796851e-04
1.1470000000e+01  -4.3233214331e-03  -4.3233214334e-03  -4.5781722835e-03  2.7818546078e-13  2.5485085041e-04  4.8910096433e-04
1.1480000000e+01  -4.0400055932e-03  -4.0400055935e-03  -4.2988541968e-03  2.7734151781e-13  2.5884860367e-04  4.8441981284e-04
1.1490000000e+01  -3.7544335023e-03  -3.7544335026e-03  -4.0170028080e-03  2.7623216214e-13  2.6256930568e-04  4.7965337200e-04
1.1500000000e+01  -3.4668979421e-03  -3.4668979424e-03  -3.7329089148e-03  2.7485479170e-13  2.6601097262e-04  4.7481078959e-04
1.1510000000e+01  -3.1776918630e-03  -3.1776918633e-03  -3.4468637687e-03  2.7321764642e-13  2.6917190569e-04  4.6990146375e-04
1.1520000000e+01  -2.8871080967e-03  -2.8871080970e-03  -3.1591587878e-03  2.7132202735e-13  2.7205069111e-04  4.6493500292e-04
1.1530000000e+01  -2.5954390705e-03  -2.5954390708e-03  -2.8700852703e-03  2.6916750079e-13  2.7464619977e-04  4.5992118552e-04
1.1540000000e+01  -2.3029765238e-03  -2.3029765241e-03  -2.5799341104e-03  2.6682692514e-13  2.7695758657e-04  4.5486991943e-04
1.1550000000e+01  -2.0100112269e-03  -2.0100112271e-03  -2.2889955165e-03  2.6417062982e-13  2.7898428961e-04  4.4979120144e-04
1.1560000000e+01  -1.7168327022e-03  -1.7168327025e-03  -1.9975587311e-03  2.6126735324e-13  2.8072602893e-04  4.4469507681e-04
1.1570000000e+01  -1.4237289489e-03  -1.4237289492e-03  -1.7059117541e-03  2.5812186590e-13  2.8218280516e-04  4.3959159923e-04
1.1580000000e+01  -1.1309861703e-03  -1.1309861705e-03  -1.4143410680e-03  2.5473785407e-13  2.8335489776e-04  4.3449079109e-04
1.1590000000e+01  -8.3888850427e-04  -8.3888850453e-04  -1.1231313673e-03  2.5112030511e-13  2.8424286307e-04  4.2940260443e-04
1.1600000000e+01  -5.4771775838e-04  -5.4771775863e-04  -8.3256529050e-04  2.4727344738e-13  2.8484753212e-04  4.2433688265e-04
1.1610000000e+01  -2.5775314774e-04  -2.5775314798e-04  -5.4292315583e-04  2.4320140086e-13  2.8517000809e-04  4.1930332302e-04
1.1620000000e+01  3.0728962356e-05  3.0728962117e-05  -2.5448270128e-04  2.3897530276e-13  2.8521166363e-04  4.1431144029e-04
1.1630000000e+01  3.1745530970e-04  3.1745530946e-04  3.2481171841e-05  2.3446864025e-13  2.8497413786e-04  4.0937053140e-04
1.1640000000e+01  6.0215598385e-04  6.0215598362e-04  3.1769665072e-04  2.2975284869e-13  2.8445933313e-04  4.0448964150e-04
1.1650000000e+01  8.8456467007e-04  8.8456466984e-04  6.0089525847e-04  2.2483295607e-13  2.8366941160e-04  3.9967753130e-04
1.1660000000e+01  1.1644188882e-03  1.1644188880e-03  8.8181209669e-04  2.1971552182e-13  2.8260679154e-04  3.9494264598e-04
1.1670000000e+01  1.4414602266e-03  1.4414602264e-03  1.1601860832e-03  2.1440553326e-13  2.8127414337e-04  3.9029308569e-04
1.1680000000e+01  1.7154345703e-03  1.7154345701e-03  1.4357601847e-03  2.0890884508e-13  2.7967438558e-04  3.8573657772e-04
1.1690000000e+01  1.9860923238e-03  1.9860923236e-03  1.7082816435e-03  2.0323239619e-13  2.7781068033e-04  3.8128045050e-04
1.1700000000e+01  2.2531886286e-03  2.2531886284e-03  1.9775021997e-03  1.9744275659e-13  2.7568642891e-04  3.7693160941e-04
1.1710000000e+01  2.5164835737e-03  2.5164835735e-03  2.2431783067e-03  1.9142456717e-13  2.7330526695e-04  3.7269651463e-04
1.1720000000e+01  2.7757424010e-03  2.7757424008e-03  2.5050713415e-03  1.8524504847e-13  2.7067105945e-04  3.6858116084e-04
1.1730000000e+01  3.0307357040e-03  3.0307357038e-03  2.7629478083e-03  1.7891157306e-13  2.6778789563e-04  3.6459105916e-04
1.1740000000e+01  3.2812396201e-03  3.2812396199e-03  3.0165795366e-03  1.7243194719e-13  2.6466008355e-04  3.6073122102e-04
1.1750000000e+01  3.5270360165e-03  3.5270360163e-03  3.2657438719e-03  1.6581137505e-13  2.6129214463e-04  3.5700614432e-04
1.1760000000e+01  3.7679126690e-03  3.7679126688e-03  3.5102238611e-03  1.5905766287e-13  2.5768880789e-04  3.5341980164e-04
1.1770000000e+01  4.0036634345e-03  4.0036634343e-03  3.7498084304e-03  1.5218121902e-13  2.5385500412e-04  3.4997563073e-04
1.1780000000e+01  4.2340884159e-03  4.2340884158e-03  3.9842925561e-03  1.4518334451e-13  2.4979585984e-04  3.4667652716e-04
1.1790000000e+01  4.4589941207e-03  4.4589941205e-03  4.2134774296e-03  1.3812562205e-13  2.4551669109e-04  3.4352483916e-04
1.1800000000e+01  4.6781936113e-03  4.6781936112e-03  4.4371706142e-03  1.3091090711e-13  2.4102299715e-04  3.4052236470e-04
1.1810000000e+01  4.8915066493e-03  4.8915066492e-03  4.6551861953e-03  1.2359644558e-13  2.3632045401e-04  3.3767035071e-04
1.1820000000e+01  5.0987598310e-03  5.0987598309e-03  4.8673449232e-03  1.1619871731e-13  2.3141490784e-04  3.3496949448e-04
1.1830000000e+01  5.2997867167e-03  5.2997867166e-03  5.0734743485e-03  1.0871772232e-13  2.2631236817e-04  3.3241994721e-04
1.1840000000e+01  5.4944279514e-03  5.4944279513e-03  5.2734089503e-03  1.0116039950e-13  2.2101900116e-04  3.3002131961e-04
1.1850000000e+01  5.6825313786e-03  5.6825313785e-03  5.4669902560e-03  9.3538891910e-14  2.1554112254e-04  3.2777268955e-04
1.1860000000e+01  5.8639521456e-03  5.8639521455e-03  5.6540669550e-03  8.5860138443e-14  2.0988519060e-04  3.2567261172e-04
1.1870000000e+01  6.0385528021e-03  6.0385528020e-03  5.8344950030e-03  7.8172711360e-14  2.0405779905e-04  3.2371912921e-04
1.1880000000e+01  6.2062033896e-03  6.2062033895e-03  6.0081377198e-03  7.0400282826e-14  1.9806566974e-04  3.2190978692e-04
1.1890000000e+01  6.3667815243e-03  6.3667815242e-03  6.1748658789e-03  6.2592292460e-14  1.9191564536e-04  3.2024164680e-04
1.1900000000e+01  6.5201724713e-03  6.5201724712e-03  6.3345577892e-03  5.4758281243e-14  1.8561468205e-04  3.1871130475e-04
1.1910000000e+01  6.6662692107e-03  6.6662692107e-03  6.4870993688e-03  4.6906922790e-14  1.7916984190e-04  3.1731490918e-04
1.1920000000e+01  6.8049724968e-03  6.8049724968e-03  6.6323842113e-03  3.9038217103e-14  1.7258828547e-04  3.1604818106e-04
1.1930000000e+01  6.9361909079e-03  6.9361909079e-03  6.7703136437e-03  3.1172980863e-14  1.6587726421e-04  3.1490643539e-04
1.1940000000e+01  7.0598408895e-03  7.0598408895e-03  6.9007967767e-03  2.3305142538e-14  1.5904411280e-04  3.1388460406e-04
1.1950000000e+01  7.1758467887e-03  7.1758467887e-03  7.0237505471e-03  1.5445977830e-14  1.5209624156e-04  3.1297725988e-04
1.1960000000e+01  7.2841408808e-03  7.2841408808e-03  7.1390997520e-03  7.6145686978e-15  1.4504112873e-04  3.1217864171e-04
1.1970000000e+01  7.3846633883e-03  7.3846633883e-03  7.2467770755e-03  1.9949319974e-16  1.3788631280e-04  3.1148268067e-04
1.1980000000e+01  7.4773624919e-03  7.4773624919e-03  7.3467231071e-03  7.9701870104e-15  1.3063938475e-04  3.1088302714e-04
1.1990000000e+01  7.5621943333e-03  7.5621943333e-03  7.4388863529e-03  1.5702716905e-14  1.2330798038e-04  3.1037307864e-04
1.2000000000e+01  7.6391230106e-03  7.6391230107e-03  7.5232232381e-03  2.3385807180e-14  1.1589977254e-04  3.0994600826e-04
1.2010000000e+01  7.7081205660e-03  7.7081205661e-03  7.5996981025e-03  3.0993436984e-14  1.0842246349e-04  3.0959479370e-04
1.2020000000e+01  7.7691669653e-03  7.7691669653e-03  7.6682831882e-03  3.8560300786e-14  1.0088377711e-04  3.0931224672e-04
1.2030000000e+01  7.8222500701e-03  7.8222500702e-03  7.7289586188e-03  4.6053438840e-14  9.3291451336e-05  3.0909104285e-04
1.2040000000e+01  7.8673656030e-03  7.8673656030e-03  7.7817123725e-03  5.3471116424e-14  8.5653230441e-05  3.0892375129e-04
1.2050000000e+01  7.9045171039e-03  7.9045171039e-03  7.8265402464e-03  6.0807262003e-14  7.7976857470e-05  3.0880286492e-04
1.2060000000e+01  7.9337158804e-03  7.9337158805e-03  7.8634458137e-03  6.8046263069e-14  7.0270066680e-05  3.0872083019e-04
1.2070000000e+01  7.9549809501e-03  7.9549809502e-03  7.8924403741e-03  7.5189854343e-14  6.2540576028e-05  3.0867007684e-04
1.2080000000e+01  7.9683389760e-03  7.9683389760e-03  7.9135428962e-03  8.2224158038e-14  5.4796079739e-05  3.0864304737e-04
1.2090000000e+01  7.9738241941e-03  7.9738241942e-03  7.9267799532e-03  8.9152643601e-14  4.7044240916e-05  3.0863222609e-04
1.2100000000e+01  7.9714783357e-03  7.9714783358e-03  7.9321856514e-03  9.5964902691e-14  3.9292684244e-05  3.0863016767e-04
1.2110000000e+01  7.9613505405e-03  7.9613505406e-03  7.9298015517e-03  1.0264705752e-13  3.1548988758e-05  3.0862952502e-04
1.2120000000e+01  7.9434972653e-03  7.9434972654e-03  7.9196765846e-03  1.0920778171e-13  2.3820680708e-05  3.0862307659e-04
1.2130000000e+01  7.9179821844e-03  7.9179821845e-03  7.9018669578e-03  1.1563146274e-13  1.6115226509e-05  3.0860375268e-04
1.2140000000e+01  7.8848760842e-03  7.8848760843e-03  7.8764360584e-03  1.2191116172e-13  8.4400257970e-06  3.0856466100e-04
1.2150000000e+01  7.8442567517e-03  7.8442567519e-03  7.8434543471e-03  1.2804340921e-13  8.0240458254e-07  3.0849911115e-04
1.2160000000e+01  7.7962088564e-03  7.7962088566e-03  7.8029992479e-03  1.3402386839e-13  6.7903914772e-06  3.0840063804e-04
1.2170000000e+01  7.7408238262e-03  7.7408238264e-03  7.7551550299e-03  1.3985080455e-13  1.4331203693e-05  3.0826302415e-04
1.2180000000e+01  7.6781997178e-03  7.6781997179e-03  7.7000126846e-03  1.4551727878e-13  2.1812966834e-05  3.0808032061e-04
1.2190000000e+01  7.6084410808e-03  7.6084410809e-03  7.6376697963e-03  1.5101201539e-13  2.9228715487e-05  3.0784686687e-04
1.2200000000e+01  7.5316588170e-03  7.5316588172e-03  7.5682304073e-03  1.5635496370e-13  3.6571590286e-05  3.0755730917e-04
1.2210000000e+01  7.4479700338e-03  7.4479700340e-03  7.4918048778e-03  1.6150795978e-13  4.3834843997e-05  3.0720661742e-04
1.2220000000e+01  7.3574978924e-03  7.3574978926e-03  7.4085097399e-03  1.6647794254e-13  5.1011847461e-05  3.0679010077e-04
1.2230000000e+01  7.2603714513e-03  7.2603714515e-03  7.3184675467e-03  1.7126751406e-13  5.8096095383e-05  3.0630342160e-04
1.2240000000e+01  7.1567255047e-03  7.1567255049e-03  7.2218067167e-03  1.7586279655e-13  6.5081211971e-05  3.0574260796e-04
1.2250000000e+01  7.0467004167e-03  7.0467004168e-03  7.1186613731e-03  1.8027333099e-13  7.1960956410e-05  3.0510406444e-04
1.2260000000e+01  6.9304419499e-03  6.9304419501e-03  7.0091711781e-03  1.8448610695e-13  7.8729228175e-05  3.0438458150e-04
1.2270000000e+01  6.8081010916e-03  6.8081010918e-03  6.8934811638e-03  1.8849592026e-13  8.5380072177e-05  3.0358134311e-04
1.2280000000e+01  6.6798338742e-03  6.6798338744e-03  6.7717415579e-03  1.9233746540e-13  9.1907683726e-05  3.0269193283e-04
1.2290000000e+01  6.5458011923e-03  6.5458011925e-03  6.6441076057e-03  1.9594655759e-13  9.8306413335e-05  3.0171433821e-04
1.2300000000e+01  6.4061686170e-03  6.4061686172e-03  6.5107393884e-03  1.9934661560e-13  1.0457077132e-04  3.0064695355e-04
1.2310000000e+01  6.2611062053e-03  6.2611062055e-03  6.3718016376e-03  2.0253850680e-13  1.1069543225e-04  2.9948858117e-04
1.2320000000e+01  6.1107883072e-03  6.1107883074e-03  6.2274635464e-03  2.0551876173e-13  1.1667523917e-04  2.9823843088e-04
1.2330000000e+01  5.9553933696e-03  5.9553933698e-03  6.0778985772e-03  2.0828651304e-13  1.2250520763e-04  2.9689611804e-04
1.2340000000e+01  5.7951037370e-03  5.7951037372e-03  5.9232842666e-03  2.1083742391e-13  1.2818052962e-04  2.9546165996e-04
1.2350000000e+01  5.6301054503e-03  5.6301054505e-03  5.7638020274e-03  2.1317062698e-13  1.3369657713e-04  2.9393547082e-04
1.2360000000e+01  5.4605880423e-03  5.4605880425e-03  5.5996369480e-03  2.1528525490e-13  1.3904890570e-04  2.9231835512e-04
1.2370000000e+01  5.2867443316e-03  5.2867443318e-03  5.4309775892e-03  2.1722120630e-13  1.4423325761e-04  2.9061149961e-04
1.2380000000e+01  5.1087702146e-03  5.1087702148e-03  5.2580157796e-03  2.1889694918e-13  1.4924556499e-04  2.8881646392e-04
1.2390000000e+01  4.9268644552e-03  4.9268644554e-03  5.0809464078e-03  2.2035324954e-13  1.5408195267e-04  2.8693516980e-04
1.2400000000e+01  4.7412284732e-03  4.7412284734e-03  4.8999672140e-03  2.2158577057e-13  1.5873874076e-04  2.8496988909e-04
1.2410000000e+01  4.5520661319e-03  4.5520661321e-03  4.7152785791e-03  2.2259884908e-13  1.6321244719e-04  2.8292323047e-04
1.2420000000e+01  4.3595835235e-03  4.3595835237e-03  4.5270833134e-03  2.2339075034e-13  1.6749978986e-04  2.8079812504e-04
1.2430000000e+01  4.1639887548e-03  4.1639887550e-03  4.3355864435e-03  2.2395800492e-13  1.7159768869e-04  2.7859781081e-04
1.2440000000e+01  3.9654917312e-03  3.9654917314e-03  4.1409949986e-03  2.2430755170e-13  1.7550326742e-04  2.7632581627e-04
1.2450000000e+01  3.7643039406e-03  3.7643039409e-03  3.9435177959e-03  2.2448145773e-13  1.7921385523e-04  2.7398594286e-04
1.2460000000e+01  3.5606382377e-03  3.5606382379e-03  3.7433652258e-03  2.2438908370e-13  1.8272698809e-04  2.7158224676e-04
1.2470000000e+01  3.3547086270e-03  3.3547086272e-03  3.5407490369e-03  2.2408073660e-13  1.8604040994e-04  2.6911901977e-04
1.2480000000e+01  3.1467300468e-03  3.1467300471e-03  3.3358821205e-03  2.2355121226e-13  1.8915207369e-04  2.6660076958e-04
1.2490000000e+01  2.9369181538e-03  2.9369181540e-03  3.1289782957e-03  2.2280961798e-13  1.9206014192e-04  2.6403219939e-04
1.2500000000e+01  2.7254891072e-03  2.7254891074e-03  2.9202520946e-03  2.2185335166e-13  1.9476298744e-04  2.6141818706e-04
1.2510000000e+01  2.5126593550e-03  2.5126593552e-03  2.7099185486e-03  2.2068328068e-13  1.9725919364e-04  2.5876376378e-04
1.2520000000e+01  2.2986454200e-03  2.2986454202e-03  2.4981929746e-03  2.1930504288e-13  1.9954755457e-04  2.5607409241e-04
1.2530000000e+01  2.0836636882e-03  2.0836636884e-03  2.2852907631e-03  2.1771863826e-13  2.0162707489e-04  2.5335444559e-04
1.2540000000e+01  1.8679301973e-03  1.8679301975e-03  2.0714271668e-03  2.1597307276e-13  2.0349696956e-04  2.5061018367e-04
1.2550000000e+01  1.6516604280e-03  1.6516604282e-03  1.8568170914e-03  2.1397792392e-13  2.0515666335e-04  2.4784673256e-04
1.2560000000e+01  1.4350690966e-03  1.4350690968e-03  1.6416748867e-03  2.1178198084e-13  2.0660579013e-04  2.4506956156e-04
1.2570000000e+01  1.2183699493e-03  1.2183699495e-03  1.4262141412e-03  2.0938958033e-13  2.0784419198e-04  2.4228416136e-04
1.2580000000e+01  1.0017755590e-03  1.0017755592e-03  1.2106474771e-03  2.0680375815e-13  2.0887191807e-04  2.3949602215e-04
1.2590000000e+01  7.8549712476e-04  7.8549712497e-04  9.9518634815e-04  2.0402711638e-13  2.0968922339e-04  2.3671061204e-04
1.2600000000e+01  5.6974427313e-04  5.6974427333e-04  7.8004084037e-04  2.0106388342e-13  2.1029656724e-04  2.3393335578e-04
1.2610000000e+01  3.5472486265e-04  3.5472486284e-04  5.6541947422e-04  1.9791763714e-13  2.1069461157e-04  2.3116961396e-04
1.2620000000e+01  1.4064479114e-04  1.4064479134e-04  3.5152901023e-04  1.9459225355e-13  2.1088421908e-04  2.2842466265e-04
1.2630000000e+01  -7.2292193880e-05  -7.2292193689e-05  1.3857425732e-04  1.9109175776e-13  2.1086645120e-04  2.2570367365e-04
1.2640000000e+01  -2.8388468167e-04  -2.8388468149e-04  -7.3242115855e-05  1.8742022908e-13  2.1064256582e-04  2.2301169542e-04
1.2650000000e+01  -4.9393378123e-04  -4.9393378105e-04  -2.8371976633e-04  1.8358220760e-13  2.1021401490e-04  2.2035363459e-04
1.2660000000e+01  -7.0224330072e-04  -7.0224330054e-04  -4.9266085886e-04  1.7958215210e-13  2.0958244186e-04  2.1773423842e-04
1.2670000000e+01  -9.0861992322e-04  -9.0861992304e-04  -6.9987024437e-04  1.7542488729e-13  2.0874967884e-04  2.1515807794e-04
1.2680000000e+01  -1.1128733786e-03  -1.1128733784e-03  -9.0515563481e-04  1.7111442471e-13  2.0771774376e-04  2.1262953205e-04
1.2690000000e+01  -1.3148166113e-03  -1.3148166111e-03  -1.1083277740e-03  1.6665726958e-13  2.0648883723e-04  2.1015277261e-04
1.2700000000e+01  -1.5142659441e-03  -1.5142659439e-03  -1.3092006048e-03  1.6210210257e-13  2.0506533928e-04  2.0773175037e-04
1.2710000000e+01  -1.7110412376e-03  -1.7110412374e-03  -1.5075914316e-03  1.5736262120e-13  2.0344980597e-04  2.0537018207e-04
1.2720000000e+01  -1.9049660451e-03  -1.9049660449e-03  -1.7033210792e-03  1.5249238504e-13  2.0164496584e-04  2.0307153857e-04
1.2730000000e+01  -2.0958677632e-03  -2.0958677630e-03  -1.8962140470e-03  1.4749399618e-13  1.9965371619e-04  2.0083903402e-04
1.2740000000e+01  -2.2835777774e-03  -2.2835777773e-03  -2.0860986582e-03  1.4237352616e-13  1.9747911922e-04  1.9867561625e-04
1.2750000000e+01  -2.4679316036e-03  -2.4679316034e-03  -2.2728072055e-03  1.3713726335e-13  1.9512439808e-04  1.9658395826e-04
1.2760000000e+01  -2.6487690235e-03  -2.6487690234e-03  -2.4561760908e-03  1.3178954456e-13  1.9259293271e-04  1.9456645089e-04
1.2770000000e+01  -2.8259342166e-03  -2.8259342165e-03  -2.6360459610e-03  1.2633904339e-13  1.8988825564e-04  1.9262519669e-04
1.2780000000e+01  -2.9992758858e-03  -2.9992758857e-03  -2.8122618382e-03  1.2082826059e-13  1.8701404759e-04  1.9076200499e-04
1.2790000000e+01  -3.1686473783e-03  -3.1686473782e-03  -2.9846732453e-03  1.1518347040e-13  1.8397413297e-04  1.8897838819e-04
1.2800000000e+01  -3.3339068014e-03  -3.3339068013e-03  -3.1531343261e-03  1.0945281140e-13  1.8077247533e-04  1.8727555917e-04
1.2810000000e+01  -3.4949171328e-03  -3.4949171327e-03  -3.3175039602e-03  1.0363931935e-13  1.7741317261e-04  1.8565443002e-04
1.2820000000e+01  -3.6515463253e-03  -3.6515463252e-03  -3.4776458729e-03  9.7751234190e-14  1.7390045236e-04  1.8411561188e-04
1.2830000000e+01  -3.8036674064e-03  -3.8036674063e-03  -3.6334287396e-03  9.1796362178e-14  1.7023866678e-04  1.8265941597e-04
1.2840000000e+01  -3.9511585720e-03  -3.9511585719e-03  -3.7847262841e-03  8.5776871717e-14  1.6643228781e-04  1.8128585578e-04
1.2850000000e+01  -4.0939032744e-03  -4.0939032744e-03  -3.9314173725e-03  7.9701870104e-14  1.6248590196e-04  1.7999465043e-04
1.2860000000e+01  -4.2317903055e-03  -4.2317903054e-03  -4.0733861003e-03  7.3573959425e-14  1.5840420518e-04  1.7878522907e-04
1.2870000000e+01  -4.3647138727e-03  -4.3647138727e-03  -4.2105218751e-03  6.7433038320e-14  1.5419199763e-04  1.7765673643e-04
1.2880000000e+01  -4.4925736708e-03  -4.4925736707e-03  -4.3427194924e-03  6.1225330361e-14  1.4985417835e-04  1.7660803938e-04
1.2890000000e+01  -4.6152749466e-03  -4.6152749465e-03  -4.4698792067e-03  5.4981193209e-14  1.4539573988e-04  1.7563773446e-04
1.2900000000e+01  -4.7327285588e-03  -4.7327285588e-03  -4.5919067960e-03  4.8712769929e-14  1.4082176284e-04  1.7474415648e-04
1.2910000000e+01  -4.8448510317e-03  -4.8448510316e-03  -4.7087136212e-03  4.2426132052e-14  1.3613741043e-04  1.7392538790e-04
1.2920000000e+01  -4.9515646023e-03  -4.9515646022e-03  -4.8202166794e-03  3.6127351111e-14  1.3134792291e-04  1.7317926922e-04
1.2930000000e+01  -5.0527972628e-03  -5.0527972628e-03  -4.9263386508e-03  2.9819029190e-14  1.2645861199e-04  1.7250341008e-04
1.2940000000e+01  -5.1484827965e-03  -5.1484827965e-03  -5.0270079413e-03  2.3508972546e-14  1.2147485525e-04  1.7189520120e-04
1.2950000000e+01  -5.2385608077e-03  -5.2385608077e-03  -5.1221587172e-03  1.7224936755e-14  1.1640209049e-04  1.7135182700e-04
1.2960000000e+01  -5.3229767459e-03  -5.3229767459e-03  -5.2117309359e-03  1.0933094707e-14  1.1124581003e-04  1.7087027888e-04
1.2970000000e+01  -5.4016819246e-03  -5.4016819246e-03  -5.2956703696e-03  4.6585998947e-15  1.0601155505e-04  1.7044736910e-04
1.2980000000e+01  -5.4746335334e-03  -5.4746335334e-03  -5.3739286235e-03  1.5968129596e-15  1.0070490988e-04  1.7007974519e-04
1.2990000000e+01  -5.5417946450e-03  -5.5417946450e-03  -5.4464631487e-03  7.8166639828e-15  9.5331496271e-05  1.6976390483e-04
1.3000000000e+01  -5.6031342158e-03  -5.6031342158e-03  -5.5132372481e-03  1.4001820536e-14  8.9896967713e-05  1.6949621114e-04
1.3010000000e+01  -5.6586270816e-03  -5.6586270816e-03  -5.5742200779e-03  2.0146211088e-14  8.4407003691e-05  1.6927290833e-04
1.3020000000e+01  -5.7082539464e-03  -5.7082539464e-03  -5.6293866424e-03  2.6247233553e-14  7.8867303997e-05  1.6909013758e-04
1.3030000000e+01  -5.7520013666e-03  -5.7520013666e-03  -5.6787177835e-03  3.2280601803e-14  7.3283583037e-05  1.6894395318e-04
1.3040000000e+01  -5.7898617290e-03  -5.7898617291e-03  -5.7222001649e-03  3.8266265157e-14  6.7661564162e-05  1.6883033880e-04
1.3050000000e+01  -5.8218332235e-03  -5.8218332236e-03  -5.7598262495e-03  4.4191213189e-14  6.2006974017e-05  1.6874522387e-04
1.3060000000e+01  -5.8479198100e-03  -5.8479198100e-03  -5.7915942730e-03  5.0046772282e-14  5.6325536933e-05  1.6868449991e-04
1.3070000000e+01  -5.8681311797e-03  -5.8681311798e-03  -5.8175082104e-03  5.5824268819e-14  5.0622969340e-05  1.6864403685e-04
1.3080000000e+01  -5.8824827123e-03  -5.8824827124e-03  -5.8375777381e-03  6.1523702799e-14  4.4904974227e-05  1.6861969929e-04
1.3090000000e+01  -5.8909954259e-03  -5.8909954259e-03  -5.8518181902e-03  6.7132931159e-14  3.9177235652e-05  1.6860736252e-04
1.3100000000e+01  -5.8936959231e-03  -5.8936959232e-03  -5.8602505098e-03  7.2656290706e-14  3.3445413293e-05  1.6860292832e-04
1.3110000000e+01  -5.8906163320e-03  -5.8906163320e-03  -5.8629011949e-03  7.8080771015e-14  2.7715137062e-05  1.6860234048e-04
1.3120000000e+01  -5.8817942408e-03  -5.8817942409e-03  -5.8598022391e-03  8.3406372087e-14  2.1992001778e-05  1.6860160000e-04
1.3130000000e+01  -5.8672726295e-03  -5.8672726295e-03  -5.8509910675e-03  8.8627889749e-14  1.6281561904e-05  1.6859677981e-04
1.3140000000e+01  -5.8470997944e-03  -5.8470997945e-03  -5.8365104681e-03  9.3738385110e-14  1.0589326356e-05  1.6858403914e-04
1.3150000000e+01  -5.8213292703e-03  -5.8213292704e-03  -5.8164085169e-03  9.8733521359e-14  4.9207533870e-06  1.6855963727e-04
1.3160000000e+01  -5.7900197457e-03  -5.7900197458e-03  -5.7907385002e-03  1.0361243113e-13  7.1875445368e-07  1.6851994684e-04
1.3170000000e+01  -5.7532349754e-03  -5.7532349755e-03  -5.7595588307e-03  1.0836470610e-13  6.3238552693e-06  1.6846146644e-04
1.3180000000e+01  -5.7110436874e-03  -5.7110436875e-03  -5.7229329601e-03  1.1299121361e-13  1.1889272683e-05  1.6838083268e-04
1.3190000000e+01  -5.6635194859e-03  -5.6635194861e-03  -5.6809292865e-03  1.1748935158e-13  1.7409800609e-05  1.6827483148e-04
1.3200000000e+01  -5.6107407506e-03  -5.6107407508e-03  -5.6336210586e-03  1.2185044640e-13  2.2880307928e-05  1.6814040870e-04
1.3210000000e+01  -5.5527905310e-03  -5.5527905311e-03  -5.5810862741e-03  1.2607276334e-13  2.8295743063e-05  1.6797468000e-04
1.3220000000e+01  -5.4897564373e-03  -5.4897564375e-03  -5.5234075758e-03  1.3015370032e-13  3.3651138447e-05  1.6777493996e-04
1.3230000000e+01  -5.4217305278e-03  -5.4217305280e-03  -5.4606721427e-03  1.3408458371e-13  3.8941614885e-05  1.6753867030e-04
1.3240000000e+01  -5.3488091919e-03  -5.3488091920e-03  -5.3929715777e-03  1.3787235242e-13  4.4162385806e-05  1.6726354738e-04
1.3250000000e+01  -5.2710930300e-03  -5.2710930301e-03  -5.3204017914e-03  1.4150399602e-13  4.9308761390e-05  1.6694744878e-04
1.3260000000e+01  -5.1886867299e-03  -5.1886867301e-03  -5.2430628825e-03  1.4498558604e-13  5.4376152588e-05  1.6658845909e-04
1.3270000000e+01  -5.1016989403e-03  -5.1016989405e-03  -5.1610590154e-03  1.4831018358e-13  5.9360075011e-05  1.6618487470e-04
1.3280000000e+01  -5.0102421404e-03  -5.0102421405e-03  -5.0744982931e-03  1.5149079907e-13  6.4256152696e-05  1.6573520786e-04
1.3290000000e+01  -4.9144325070e-03  -4.9144325072e-03  -4.9834926288e-03  1.5449273805e-13  6.9060121745e-05  1.6523818973e-04
1.3300000000e+01  -4.8143897793e-03  -4.8143897795e-03  -4.8881576131e-03  1.5732987829e-13  7.3767833831e-05  1.6469277264e-04
1.3310000000e+01  -4.7102371198e-03  -4.7102371199e-03  -4.7886123793e-03  1.6000048508e-13  7.8375259569e-05  1.6409813133e-04
1.3320000000e+01  -4.6021009737e-03  -4.6021009739e-03  -4.6849794655e-03  1.6250455842e-13  8.2878491754e-05  1.6345366346e-04
1.3330000000e+01  -4.4901109258e-03  -4.4901109260e-03  -4.5773846743e-03  1.6483776150e-13  8.7273748453e-05  1.6275898914e-04
