# t   theta_analytical   theta   omega   theta_errors   omega_errors   energy
1.0860000000e+01  -3.1895487489e-01  -3.2194507630e-01  1.9586701958e+00  2.9902014126e-03  3.0740147463e-03  1.9700187840e+00
1.0870000000e+01  -2.9931720062e-01  -3.0233819123e-01  1.9626764411e+00  3.0209906115e-03  3.0833813259e-03  1.9717535971e+00
1.0880000000e+01  -2.7964029690e-01  -2.8269215695e-01  1.9664998440e+00  3.0518600497e-03  3.0900512218e-03  1.9735182461e+00
1.0890000000e+01  -2.5992602526e-01  -2.6300880769e-01  1.9701392462e+00  3.0827824260e-03  3.0939582513e-03  1.9753111411e+00
1.0900000000e+01  -2.4017625941e-01  -2.4328998921e-01  1.9735934943e+00  3.1137297983e-03  3.0950404952e-03  1.9771306497e+00
1.0910000000e+01  -2.2039288518e-01  -2.2353755881e-01  1.9768614411e+00  3.1446736277e-03  3.0932404402e-03  1.9789750987e+00
1.0920000000e+01  -2.0057780037e-01  -2.0375338520e-01  1.9799419460e+00  3.1755848224e-03  3.0885051134e-03  1.9808427758e+00
1.0930000000e+01  -1.8073291469e-01  -1.8393934847e-01  1.9828338762e+00  3.2064337842e-03  3.0807862075e-03  1.9827319323e+00
1.0940000000e+01  -1.6086014955e-01  -1.6409734001e-01  1.9855361069e+00  3.2371904556e-03  3.0700401966e-03  1.9846407844e+00
1.0950000000e+01  -1.4096143802e-01  -1.4422926238e-01  1.9880475225e+00  3.2678243684e-03  3.0562284427e-03  1.9865675159e+00
1.0960000000e+01  -1.2103872460e-01  -1.2433702929e-01  1.9903670173e+00  3.2983046926e-03  3.0393172928e-03  1.9885102802e+00
1.0970000000e+01  -1.0109396514e-01  -1.0442256542e-01  1.9924934965e+00  3.3286002871e-03  3.0192781653e-03  1.9904672029e+00
1.0980000000e+01  -8.1129126610e-02  -8.4487806361e-02  1.9944258767e+00  3.3586797506e-03  2.9960876264e-03  1.9924363836e+00
1.0990000000e+01  -6.1146186984e-02  -6.4534698457e-02  1.9961630871e+00  3.3885114736e-03  2.9697274560e-03  1.9944158988e+00
1.1000000000e+01  -4.1147135021e-02  -4.4565198711e-02  1.9977040701e+00  3.4180636905e-03  2.9401847030e-03  1.9964038043e+00
1.1010000000e+01  -2.1133970093e-02  -2.4581274626e-02  1.9990477823e+00  3.4473045330e-03  2.9074517296e-03  1.9983981374e+00
1.1020000000e+01  -1.1087019823e-03  -4.5849040651e-03  2.0001931953e+00  3.4762020828e-03  2.8715262444e-03  2.0003969199e+00
1.1030000000e+01  1.8926649331e-02  1.5421924906e-02  2.0011392968e+00  3.5047244258e-03  2.8324113248e-03  2.0023981604e+00
1.1040000000e+01  3.8970053884e-02  3.5437214178e-02  2.0018850912e+00  3.5328397055e-03  2.7901154277e-03  2.0043998572e+00
1.1050000000e+01  5.9019471954e-02  5.5458955778e-02  2.0024296007e+00  3.5605161767e-03  2.7446523890e-03  2.0064000009e+00
1.1060000000e+01  7.9072854304e-02  7.5485132044e-02  2.0027718663e+00  3.5877222595e-03  2.6960414123e-03  2.0083965768e+00
1.1070000000e+01  9.9128142416e-02  9.5513715823e-02  2.0029109483e+00  3.6144265930e-03  2.6443070452e-03  2.0103875684e+00
1.1080000000e+01  1.1918326875e-01  1.1554267067e-01  2.0028459278e+00  3.6405980881e-03  2.5894791449e-03  2.0123709596e+00
1.1090000000e+01  1.3923615702e-01  1.3556995104e-01  2.0025759071e+00  3.6662059806e-03  2.5315928326e-03  2.0143447377e+00
1.1100000000e+01  1.5928472244e-01  1.5559350256e-01  2.0021000110e+00  3.6912198839e-03  2.4706884362e-03  2.0163068960e+00
1.1110000000e+01  1.7932687201e-01  1.7561126217e-01  2.0014173875e+00  3.7156098400e-03  2.4068114217e-03  2.0182554373e+00
1.1120000000e+01  1.9936050482e-01  1.9562115845e-01  2.0005272090e+00  3.7393463714e-03  2.3400123142e-03  2.0201883759e+00
1.1130000000e+01  2.1938351235e-01  2.1562111182e-01  1.9994286729e+00  3.7624005305e-03  2.2703466075e-03  2.0221037410e+00
1.1140000000e+01  2.3939377874e-01  2.3560903479e-01  1.9981210027e+00  3.7847439489e-03  2.1978746628e-03  2.0239995794e+00
1.1150000000e+01  2.5938918115e-01  2.5558283226e-01  1.9966034491e+00  3.8063488861e-03  2.1226615973e-03  2.0258739585e+00
1.1160000000e+01  2.7936759003e-01  2.7554040176e-01  1.9948752905e+00  3.8271882758e-03  2.0447771618e-03  2.0277249688e+00
1.1170000000e+01  2.9932686952e-01  2.9547963374e-01  1.9929358344e+00  3.8472357718e-03  1.9642956093e-03  2.0295507271e+00
1.1180000000e+01  3.1926487770e-01  3.1539841191e-01  1.9907844181e+00  3.8664657925e-03  1.8812955525e-03  2.0313493789e+00
1.1190000000e+01  3.3917946703e-01  3.3529461346e-01  1.9884204096e+00  3.8848535635e-03  1.7958598127e-03  2.0331191015e+00
1.1200000000e+01  3.5906848461e-01  3.5516610945e-01  1.9858432084e+00  3.9023751590e-03  1.7080752590e-03  2.0348581068e+00
1.1210000000e+01  3.7892977263e-01  3.7501076509e-01  1.9830522467e+00  3.9190075414e-03  1.6180326393e-03  2.0365646435e+00
1.1220000000e+01  3.9876116867e-01  3.9482644007e-01  1.9800469901e+00  3.9347285993e-03  1.5258264016e-03  2.0382370004e+00
1.1230000000e+01  4.1856050609e-01  4.1461098891e-01  1.9768269386e+00  3.9495171835e-03  1.4315545089e-03  2.0398735086e+00
1.1240000000e+01  4.3832561444e-01  4.3436226130e-01  1.9733916272e+00  3.9633531412e-03  1.3353182449e-03  2.0414725442e+00
1.1250000000e+01  4.5805431983e-01  4.5407810248e-01  1.9697406272e+00  3.9762173482e-03  1.2372220136e-03  2.0430325308e+00
1.1260000000e+01  4.7774444531e-01  4.7375635357e-01  1.9658735466e+00  3.9880917390e-03  1.1373731312e-03  2.0445519420e+00
1.1270000000e+01  4.9739381130e-01  4.9339485196e-01  1.9617900314e+00  3.9989593351e-03  1.0358816124e-03  2.0460293035e+00
1.1280000000e+01  5.1700023597e-01  5.1299143170e-01  1.9574897658e+00  4.0088042705e-03  9.3285995074e-04  2.0474631960e+00
1.1290000000e+01  5.3656153567e-01  5.3254392385e-01  1.9529724736e+00  4.0176118159e-03  8.2842289345e-04  2.0488522568e+00
1.1300000000e+01  5.5607552535e-01  5.5205015695e-01  1.9482379189e+00  4.0253683995e-03  7.2268721158e-04  2.0501951823e+00
1.1310000000e+01  5.7554001899e-01  5.7150795737e-01  1.9432859065e+00  4.0320616264e-03  6.1577146608e-04  2.0514907299e+00
1.1320000000e+01  5.9495283001e-01  5.9091514971e-01  1.9381162829e+00  4.0376802955e-03  5.0779576995e-04  2.0527377201e+00
1.1330000000e+01  6.1431177169e-01  6.1026955728e-01  1.9327289371e+00  4.0422144133e-03  3.9888154749e-04  2.0539350384e+00
1.1340000000e+01  6.3361465769e-01  6.2956900248e-01  1.9271238011e+00  4.0456552062e-03  2.8915129078e-04  2.0550816369e+00
1.1350000000e+01  6.5285930238e-01  6.4881130725e-01  1.9213008509e+00  4.0479951300e-03  1.7872831436e-04  2.0561765361e+00
1.1360000000e+01  6.7204352139e-01  6.6799429351e-01  1.9152601068e+00  4.0492278764e-03  6.7736508440e-05  2.0572188263e+00
1.1370000000e+01  6.9116513200e-01  6.8711578362e-01  1.9090016341e+00  4.0493483781e-03  4.3699908730e-05  2.0582076696e+00
1.1380000000e+01  7.1022195361e-01  7.0617360080e-01  1.9025255441e+00  4.0483528105e-03  1.5545663861e-04  2.0591423003e+00
1.1390000000e+01  7.2921180822e-01  7.2516556963e-01  1.8958319943e+00  4.0462385914e-03  2.6740954977e-04  2.0600220269e+00
1.1400000000e+01  7.4813252087e-01  7.4408951649e-01  1.8889211888e+00  4.0430043780e-03  3.7943492435e-04  2.0608462330e+00
1.1410000000e+01  7.6698192012e-01  7.6294327005e-01  1.8817933795e+00  4.0386500617e-03  4.9140970284e-04  2.0616143782e+00
1.1420000000e+01  7.8575783849e-01  7.8172466173e-01  1.8744488658e+00  4.0331767600e-03  6.0321172677e-04  2.0623259986e+00
1.1430000000e+01  8.0445811298e-01  8.0043152618e-01  1.8668879958e+00  4.0265868065e-03  7.1471997860e-04  2.0629807084e+00
1.1440000000e+01  8.2308058551e-01  8.1906170177e-01  1.8591111660e+00  4.0188837386e-03  8.2581481827e-04  2.0635781995e+00
1.1450000000e+01  8.4162310339e-01  8.3761303111e-01  1.8511188226e+00  4.0100722819e-03  9.3637821582e-04  2.0641182426e+00
1.1460000000e+01  8.6008351983e-01  8.5608336149e-01  1.8429114609e+00  4.0001583333e-03  1.0462939795e-03  2.0646006873e+00
1.1470000000e+01  8.7845969436e-01  8.7447054542e-01  1.8344896264e+00  3.9891489417e-03  1.1554479791e-03  2.0650254621e+00
1.1480000000e+01  8.9674949338e-01  8.9277244109e-01  1.8258539147e+00  3.9770522861e-03  1.2637283629e-03  2.0653925747e+00
1.1490000000e+01  9.1495079059e-01  9.1098691293e-01  1.8170049719e+00  3.9638776514e-03  1.3710257698e-03  2.0657021117e+00
1.1500000000e+01  9.3306146748e-01  9.2911183208e-01  1.8079434949e+00  3.9496354031e-03  1.4772335335e-03  2.0659542386e+00
1.1510000000e+01  9.5107941383e-01  9.4714507687e-01  1.7986702315e+00  3.9343369591e-03  1.5822478806e-03  2.0661491991e+00
1.1520000000e+01  9.6900252817e-01  9.6508453341e-01  1.7891859805e+00  3.9179947596e-03  1.6859681203e-03  2.0662873147e+00
1.1530000000e+01  9.8682871825e-01  9.8292809602e-01  1.7794915921e+00  3.9006222355e-03  1.7882968264e-03  2.0663689841e+00
1.1540000000e+01  1.0045559016e+00  1.0006736678e+00  1.7695879676e+00  3.8822337752e-03  1.8891400112e-03  2.0663946822e+00
1.1550000000e+01  1.0221820058e+00  1.0183191611e+00  1.7594760598e+00  3.8628446887e-03  1.9884072896e-03  2.0663649595e+00
1.1560000000e+01  1.0397049692e+00  1.0358624980e+00  1.7491568729e+00  3.8424711716e-03  2.0860120345e-03  2.0662804405e+00
1.1570000000e+01  1.0571227414e+00  1.0533016111e+00  1.7386314623e+00  3.8211302660e-03  2.1818715227e-03  2.0661418229e+00
1.1580000000e+01  1.0744332834e+00  1.0706344436e+00  1.7279009349e+00  3.7988398214e-03  2.2759070699e-03  2.0659498763e+00
1.1590000000e+01  1.0916345684e+00  1.0878589500e+00  1.7169664484e+00  3.7756184533e-03  2.3680441567e-03  2.0657054400e+00
1.1600000000e+01  1.1087245822e+00  1.1049730967e+00  1.7058292120e+00  3.7514855011e-03  2.4582125424e-03  2.0654094225e+00
1.1610000000e+01  1.1257013235e+00  1.1219748626e+00  1.6944904854e+00  3.7264609848e-03  2.5463463697e-03  2.0650627987e+00
1.1620000000e+01  1.1425628047e+00  1.1388622391e+00  1.6829515791e+00  3.7005655607e-03  2.6323842564e-03  2.0646666087e+00
1.1630000000e+01  1.1593070519e+00  1.1556332314e+00  1.6712138539e+00  3.6738204761e-03  2.7162693776e-03  2.0642219555e+00
1.1640000000e+01  1.1759321057e+00  1.1722858582e+00  1.6592787206e+00  3.6462475235e-03  2.7979495351e-03  2.0637300030e+00
1.1650000000e+01  1.1924360216e+00  1.1888181527e+00  1.6471476399e+00  3.6178689942e-03  2.8773772160e-03  2.0631919739e+00
1.1660000000e+01  1.2088168705e+00  1.2052281628e+00  1.6348221217e+00  3.5887076306e-03  2.9545096388e-03  2.0626091471e+00
1.1670000000e+01  1.2250727387e+00  1.2215139522e+00  1.6223037249e+00  3.5587865795e-03  3.0293087890e-03  2.0619828555e+00
1.1680000000e+01  1.2412017291e+00  1.2376735998e+00  1.6095940568e+00  3.5281293437e-03  3.1017414413e-03  2.0613144836e+00
1.1690000000e+01  1.2572019610e+00  1.2537052012e+00  1.5966947726e+00  3.4967597343e-03  3.1717791712e-03  2.0606054643e+00
1.1700000000e+01  1.2730715707e+00  1.2696068688e+00  1.5836075752e+00  3.4647018226e-03  3.2393983543e-03  2.0598572769e+00
1.1710000000e+01  1.2888087121e+00  1.2853767322e+00  1.5703342142e+00  3.4319798923e-03  3.3045801535e-03  2.0590714440e+00
1.1720000000e+01  1.3044115570e+00  1.3010129386e+00  1.5568764853e+00  3.3986183916e-03  3.3673104956e-03  2.0582495285e+00
1.1730000000e+01  1.3198782953e+00  1.3165136535e+00  1.5432362302e+00  3.3646418856e-03  3.4275800350e-03  2.0573931309e+00
1.1740000000e+01  1.3352071360e+00  1.3318770610e+00  1.5294153350e+00  3.3300750096e-03  3.4853841072e-03  2.0565038864e+00
1.1750000000e+01  1.3503963069e+00  1.3471013645e+00  1.5154157306e+00  3.2949424223e-03  3.5407226702e-03  2.0555834613e+00
1.1760000000e+01  1.3654440553e+00  1.3621847865e+00  1.5012393909e+00  3.2592687601e-03  3.5936002354e-03  2.0546335507e+00
1.1770000000e+01  1.3803486485e+00  1.3771255699e+00  1.4868883327e+00  3.2230785915e-03  3.6440257878e-03  2.0536558746e+00
1.1780000000e+01  1.3951083740e+00  1.3919219776e+00  1.4723646146e+00  3.1863963736e-03  3.6920126950e-03  2.0526521751e+00
1.1790000000e+01  1.4097215400e+00  1.4065722936e+00  1.4576703363e+00  3.1492464080e-03  3.7375786073e-03  2.0516242132e+00
1.1800000000e+01  1.4241864757e+00  1.4210748229e+00  1.4428076374e+00  3.1116527991e-03  3.7807453465e-03  2.0505737655e+00
1.1810000000e+01  1.4385015317e+00  1.4354278922e+00  1.4277786971e+00  3.0736394126e-03  3.8215387861e-03  2.0495026208e+00
1.1820000000e+01  1.4526650800e+00  1.4496298501e+00  1.4125857324e+00  3.0352298355e-03  3.8599887223e-03  2.0484125769e+00
1.1830000000e+01  1.4666755150e+00  1.4636790677e+00  1.3972309981e+00  2.9964473383e-03  3.8961287359e-03  2.0473054375e+00
1.1840000000e+01  1.4805312533e+00  1.4775739385e+00  1.3817167849e+00  2.9573148369e-03  3.9299960465e-03  2.0461830086e+00
1.1850000000e+01  1.4942307344e+00  1.4913128795e+00  1.3660454190e+00  2.9178548577e-03  3.9616313577e-03  2.0450470956e+00
1.1860000000e+01  1.5077724204e+00  1.5048943309e+00  1.3502192608e+00  2.8780895033e-03  3.9910786965e-03  2.0438994997e+00
1.1870000000e+01  1.5211547971e+00  1.5183167567e+00  1.3342407040e+00  2.8380404201e-03  4.0183852446e-03  2.0427420149e+00
1.1880000000e+01  1.5343763738e+00  1.5315786451e+00  1.3181121741e+00  2.7977287675e-03  4.0436011638e-03  2.0415764247e+00
1.1890000000e+01  1.5474356837e+00  1.5446785085e+00  1.3018361277e+00  2.7571751893e-03  4.0667794152e-03  2.0404044990e+00
1.1900000000e+01  1.5603312840e+00  1.5576148842e+00  1.2854150514e+00  2.7163997864e-03  4.0879755736e-03  2.0392279909e+00
1.1910000000e+01  1.5730617565e+00  1.5703863345e+00  1.2688514602e+00  2.6754220917e-03  4.1072476364e-03  2.0380486338e+00
1.1920000000e+01  1.5856257079e+00  1.5829914468e+00  1.2521478968e+00  2.6342610468e-03  4.1246558289e-03  2.0368681381e+00
1.1930000000e+01  1.5980217694e+00  1.5954288344e+00  1.2353069300e+00  2.5929349807e-03  4.1402624058e-03  2.0356881885e+00
1.1940000000e+01  1.6102485976e+00  1.6076971360e+00  1.2183311540e+00  2.5514615907e-03  4.1541314490e-03  2.0345104410e+00
1.1950000000e+01  1.6223048747e+00  1.6197950168e+00  1.2012231865e+00  2.5098579247e-03  4.1663286636e-03  2.0333365202e+00
1.1960000000e+01  1.6341893083e+00  1.6317211679e+00  1.1839856683e+00  2.4681403666e-03  4.1769211717e-03  2.0321680163e+00
1.1970000000e+01  1.6459006318e+00  1.6434743072e+00  1.1666212612e+00  2.4263246226e-03  4.1859773048e-03  2.0310064828e+00
1.1980000000e+01  1.6574376048e+00  1.6550531791e+00  1.1491326476e+00  2.3844257107e-03  4.1935663955e-03  2.0298534337e+00
1.1990000000e+01  1.6687990131e+00  1.6664565551e+00  1.1315225284e+00  2.3424579512e-03  4.1997585689e-03  2.0287103412e+00
1.2000000000e+01  1.6799836687e+00  1.6776832337e+00  1.1137936223e+00  2.3004349600e-03  4.2046245347e-03  2.0275786330e+00
